Make,Model,Vehicle_Class,Engine_Size(L),Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City_(L/100_km),Fuel_Consumption_Hwy_(L/100_km),Fuel_Consumption_Comb_(L/100_km),Fuel_Consumption_Comb_(mpg),CO2_Emissions(g/km),Fuel_Type_name,Transmission_Name
KIA,FORTE KOUP,COMPACT,2,4,M6,X,10,7.4,8.8,32,206,regular gasoline,manual
KIA,K900,FULL-SIZE,3.8,6,AS8,X,13.9,9.2,11.8,24,278,regular gasoline,automatic with select shift
KIA,K900,FULL-SIZE,5,8,AS8,X,15.6,10.6,13.4,21,318,regular gasoline,automatic with select shift
KIA,OPTIMA,FULL-SIZE,1.6,4,AM7,X,8.4,6.1,7.4,38,175,regular gasoline,automated manual
KIA,OPTIMA,FULL-SIZE,2,4,AS6,X,10.9,7.4,9.3,30,222,regular gasoline,automatic with select shift
KIA,OPTIMA,FULL-SIZE,2.4,4,AS6,X,9.4,6.5,8.1,35,193,regular gasoline,automatic with select shift
KIA,OPTIMA HYBRID,MID-SIZE,2.4,4,AM6,X,6.6,5.9,6.3,45,147,regular gasoline,automated manual
KIA,OPTIMA HYBRID EX,MID-SIZE,2.4,4,AM6,X,6.7,6.1,6.4,44,150,regular gasoline,automated manual
KIA,RIO,COMPACT,1.6,4,AS6,X,8.7,6.3,7.7,37,178,regular gasoline,automatic with select shift
KIA,RIO,COMPACT,1.6,4,M6,X,8.8,6.4,7.7,37,179,regular gasoline,manual
KIA,RIO ECO,COMPACT,1.6,4,AS6,X,8.5,6.3,7.6,37,175,regular gasoline,automatic with select shift
KIA,RONDO,STATION WAGON - MID-SIZE,2,4,AS6,X,10.1,7.6,9,31,214,regular gasoline,automatic with select shift
KIA,RONDO,STATION WAGON - MID-SIZE,2,4,M6,X,10.4,7.8,9.3,30,220,regular gasoline,manual
KIA,SEDONA,MINIVAN,3.3,6,AS6,X,13.2,9.7,11.6,24,275,regular gasoline,automatic with select shift
KIA,SEDONA SX,MINIVAN,3.3,6,AS6,X,12.9,9.5,11.4,25,269,regular gasoline,automatic with select shift
KIA,SEDONA SXL,MINIVAN,3.3,6,AS6,X,14.2,10.5,12.5,23,296,regular gasoline,automatic with select shift
KIA,SORENTO,SUV - SMALL,2,4,AS6,X,11.7,8.6,10.3,27,245,regular gasoline,automatic with select shift
KIA,SORENTO,SUV - SMALL,2.4,4,AS6,X,11.1,8.2,9.8,29,233,regular gasoline,automatic with select shift
KIA,SORENTO AWD,SUV - SMALL,2,4,AS6,X,12.3,9.3,10.9,26,259,regular gasoline,automatic with select shift
KIA,SORENTO AWD,SUV - SMALL,2.4,4,AS6,X,11.4,9.2,10.4,27,245,regular gasoline,automatic with select shift
KIA,SORENTO AWD,SUV - SMALL,3.3,6,AS6,X,13.4,9.4,11.6,24,275,regular gasoline,automatic with select shift
KIA,SOUL,STATION WAGON - SMALL,1.6,4,AS6,X,9.8,7.8,8.9,32,206,regular gasoline,automatic with select shift
KIA,SOUL,STATION WAGON - SMALL,1.6,4,M6,X,9.9,7.8,9,31,208,regular gasoline,manual
KIA,SOUL,STATION WAGON - SMALL,2,4,AS6,X,9.8,7.5,8.8,32,208,regular gasoline,automatic with select shift
KIA,SOUL ECO DYNAMICS,STATION WAGON - SMALL,2,4,AS6,X,9.7,7.7,8.8,32,208,regular gasoline,automatic with select shift
KIA,SPORTAGE,SUV - SMALL,2.4,4,AS6,X,11.4,8.3,10,28,231,regular gasoline,automatic with select shift
KIA,SPORTAGE,SUV - SMALL,2.4,4,M6,X,12.9,9.2,11.3,25,261,regular gasoline,manual
KIA,SPORTAGE AWD,SUV - SMALL,2,4,AS6,X,12.6,9.7,11.3,25,261,regular gasoline,automatic with select shift
KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,AS6,X,12,9.3,10.8,26,251,regular gasoline,automatic with select shift
LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,AM7,Z,22.2,12.7,17.9,16,420,premium gasoline,automated manual
LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,AM7,Z,23.6,14.1,19.3,15,452,premium gasoline,automated manual
LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,AM7,Z,16.4,11.4,14.2,20,331,premium gasoline,automated manual
LAMBORGHINI,HURACAN SPYDER,TWO-SEATER,5.2,10,AM7,Z,16.9,11.8,14.6,19,340,premium gasoline,automated manual
LAND ROVER,DISCOVERY SPORT,SUV - SMALL,2,4,AS9,Z,11.9,9,10.6,27,248,premium gasoline,automatic with select shift
LAND ROVER,LR4,SUV - STANDARD,3,6,AS8,Z,16.2,12.1,14.3,20,336,premium gasoline,automatic with select shift
LAND ROVER,RANGE ROVER,SUV - STANDARD,3,6,AS8,Z,14.2,10.2,12.4,23,291,premium gasoline,automatic with select shift
LAND ROVER,RANGE ROVER TD6 DIESEL,SUV - STANDARD,3,6,AS8,D,10.6,8.1,9.4,30,254,diesel,automatic with select shift
LAND ROVER,RANGE ROVER SUPERCHARGED,SUV - STANDARD,5,8,AS8,Z,17.2,12.5,15.1,19,356,premium gasoline,automatic with select shift
LAND ROVER,RANGE ROVER SUPERCHARGED LWB,SUV - STANDARD,5,8,AS8,Z,17.2,12.5,15.1,19,356,premium gasoline,automatic with select shift
LAND ROVER,RANGE ROVER SPORT,SUV - STANDARD,3,6,AS8,Z,14.2,10.2,12.4,23,291,premium gasoline,automatic with select shift
LAND ROVER,RANGE ROVER SPORT TD6 DIESEL,SUV - STANDARD,3,6,AS8,D,10.6,8.1,9.4,30,254,diesel,automatic with select shift
LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV - STANDARD,5,8,AS8,Z,16.6,12.3,14.7,19,344,premium gasoline,automatic with select shift
LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2,4,AS9,Z,11.3,7.9,9.7,29,229,premium gasoline,automatic with select shift
LEXUS,CT 200h,COMPACT,1.8,4,AV,X,5.5,5.9,5.7,50,132,regular gasoline,continuously variable
LEXUS,ES 300h,MID-SIZE,2.5,4,AV6,X,5.8,6.1,5.9,48,139,regular gasoline,continuously variable
LEXUS,ES 350,MID-SIZE,3.5,6,AS6,X,11.4,7.6,9.7,29,225,regular gasoline,automatic with select shift
LEXUS,GS 200t,MID-SIZE,2,4,AS8,Z,10.6,7.2,9,31,212,premium gasoline,automatic with select shift
LEXUS,GS 200t F SPORT,MID-SIZE,2,4,AS8,Z,11.3,7.8,9.7,29,227,premium gasoline,automatic with select shift
LEXUS,GS 350,MID-SIZE,3.5,6,AS8,Z,11.9,8.1,10.2,28,237,premium gasoline,automatic with select shift
LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,12.4,9,10.9,26,254,premium gasoline,automatic with select shift
LEXUS,GS 350 F SPORT,MID-SIZE,3.5,6,AS8,Z,12.5,8.6,10.7,26,251,premium gasoline,automatic with select shift
LEXUS,GS 450h,MID-SIZE,3.5,6,AV8,Z,8.1,6.9,7.6,37,177,premium gasoline,continuously variable
LEXUS,GS F,COMPACT,5,8,AS8,Z,14.9,9.7,12.5,23,293,premium gasoline,automatic with select shift
LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,15.7,11.7,13.9,20,322,premium gasoline,automatic with select shift
LEXUS,IS 200t,COMPACT,2,4,AS8,Z,10.6,7.2,9,31,212,premium gasoline,automatic with select shift
LEXUS,IS 300 AWD,COMPACT,3.5,6,AS6,Z,12.6,9.2,11.1,25,258,premium gasoline,automatic with select shift
LEXUS,IS 350,COMPACT,3.5,6,AS8,Z,12.3,8.5,10.6,27,246,premium gasoline,automatic with select shift
LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,12.6,9.2,11.1,25,258,premium gasoline,automatic with select shift
LEXUS,LS 460,MID-SIZE,4.6,8,AS8,Z,14.4,9.6,12.3,23,286,premium gasoline,automatic with select shift
LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS8,Z,15.2,10.2,12.9,22,303,premium gasoline,automatic with select shift
LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS8,Z,15.2,10.2,12.9,22,303,premium gasoline,automatic with select shift
LEXUS,LS 600h L,MID-SIZE,5,8,AV8,Z,12.7,10.1,11.5,25,268,premium gasoline,continuously variable
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,18.3,12.9,15.9,18,371,premium gasoline,automatic with select shift
LEXUS,NX 200t AWD,SUV - SMALL,2,4,AS6,Z,10.6,8.4,9.6,29,225,premium gasoline,automatic with select shift
LEXUS,NX 200t AWD F SPORT,SUV - SMALL,2,4,AS6,Z,10.8,8.8,9.9,29,231,premium gasoline,automatic with select shift
LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,AV6,X,7.1,7.7,7.4,38,172,regular gasoline,continuously variable
LEXUS,RC 200t,SUBCOMPACT,2,4,AS8,Z,10.6,7.4,9,31,214,premium gasoline,automatic with select shift
LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,AS6,Z,12.6,9.2,11.1,25,258,premium gasoline,automatic with select shift
LEXUS,RC 350,SUBCOMPACT,3.5,6,AS8,Z,12.3,8.5,10.6,27,246,premium gasoline,automatic with select shift
LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS6,Z,12.6,9.2,11.1,25,258,premium gasoline,automatic with select shift
LEXUS,RC F,SUBCOMPACT,5,8,AS8,Z,15.2,9.5,12.6,22,289,premium gasoline,automatic with select shift
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,12.2,8.9,10.7,26,251,regular gasoline,automatic with select shift
LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,AV6,Z,7.7,8.2,8,35,186,premium gasoline,continuously variable
LINCOLN,MKC AWD,SUV - SMALL,2,4,AS6,X,12.4,9,10.9,26,256,regular gasoline,automatic with select shift
LINCOLN,MKC AWD,SUV - SMALL,2.3,4,AS6,X,12.8,9.1,11.1,25,261,regular gasoline,automatic with select shift
LINCOLN,MKS AWD,FULL-SIZE,3.5,6,AS6,X,14.7,9.8,12.5,23,293,regular gasoline,automatic with select shift
LINCOLN,MKS AWD,FULL-SIZE,3.7,6,AS6,X,14.2,9.8,12.2,23,287,regular gasoline,automatic with select shift
LINCOLN,MKT AWD,SUV - STANDARD,3.5,6,AS6,X,15.7,11.2,13.7,21,322,regular gasoline,automatic with select shift
LINCOLN,MKT LIVERY,SPECIAL PURPOSE VEHICLE,2,4,AS6,X,13.1,9.4,11.4,25,268,regular gasoline,automatic with select shift
LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14.7,10.2,12.7,22,298,regular gasoline,automatic
LINCOLN,MKX AWD,SUV - SMALL,2.7,6,AS6,X,14.1,9.7,12.1,23,283,regular gasoline,automatic with select shift
LINCOLN,MKX AWD,SUV - SMALL,3.7,6,AS6,X,14.4,10.3,12.5,23,293,regular gasoline,automatic with select shift
LINCOLN,MKZ,MID-SIZE,2,4,AS6,X,10.5,7,8.9,32,210,regular gasoline,automatic with select shift
LINCOLN,MKZ,MID-SIZE,3.7,6,AS6,X,12.8,8.7,10.9,26,257,regular gasoline,automatic with select shift
LINCOLN,MKZ AWD,MID-SIZE,2,4,AS6,X,10.8,7.5,9.3,30,220,regular gasoline,automatic with select shift
LINCOLN,MKZ AWD,MID-SIZE,3.7,6,AS6,X,13.8,9.7,11.9,24,279,regular gasoline,automatic with select shift
LINCOLN,MKZ HYBRID,MID-SIZE,2,4,AV,X,5.7,6,5.8,49,136,regular gasoline,continuously variable
LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6,AS6,X,16.2,11.9,14.3,20,334,regular gasoline,automatic with select shift
LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,3.5,6,AS6,X,16.1,12.4,14.4,20,339,regular gasoline,automatic with select shift
MASERATI,GHIBLI,MID-SIZE,3,6,AS8,Z,14.1,9.8,12.2,23,286,premium gasoline,automatic with select shift
MASERATI,GHIBLI S,MID-SIZE,3,6,AS8,Z,14.5,10,12.5,23,293,premium gasoline,automatic with select shift
MASERATI,GHIBLI SQ4,MID-SIZE,3,6,AS8,Z,15,10,12.6,22,295,premium gasoline,automatic with select shift
MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.4,15.1,19,357,premium gasoline,automatic with select shift
MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,AS6,Z,18.2,11.6,15.2,19,360,premium gasoline,automatic with select shift
MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8,AS8,Z,16.2,11,14,20,322,premium gasoline,automatic with select shift
MASERATI,QUATTROPORTE S,FULL-SIZE,3,6,AS8,Z,15.2,10.2,12.9,22,300,premium gasoline,automatic with select shift
MASERATI,QUATTROPORTE SQ4,FULL-SIZE,3,6,AS8,Z,15.1,10.2,12.9,22,302,premium gasoline,automatic with select shift
MAZDA,CX-3,COMPACT,2,4,AS6,X,8.2,6.7,7.6,37,179,regular gasoline,automatic with select shift
MAZDA,CX-3 4WD,COMPACT,2,4,AS6,X,8.8,7.3,8.1,35,189,regular gasoline,automatic with select shift
MAZDA,CX-5,SUV - SMALL,2,4,AS6,X,9,7.3,8.2,34,192,regular gasoline,automatic with select shift
MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,8.9,7.1,8.1,35,190,regular gasoline,automatic with select shift
MAZDA,CX-5 (SIL),SUV - SMALL,2,4,M6,X,9,6.8,8,35,188,regular gasoline,manual
MAZDA,CX-5 4WD,SUV - SMALL,2,4,AS6,X,9.3,7.6,8.5,33,199,regular gasoline,automatic with select shift
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,9.8,7.9,9,31,210,regular gasoline,automatic with select shift
MAZDA,MAZDA3 4-DOOR,COMPACT,2,4,AS6,X,7.9,5.7,6.9,41,162,regular gasoline,automatic with select shift
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2,4,M6,X,8,5.8,7,40,165,regular gasoline,manual
MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,8.4,6.1,7.4,38,173,regular gasoline,automatic with select shift
MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS6,X,8.2,5.9,7.2,39,169,regular gasoline,automatic with select shift
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,M6,X,9.3,6.4,8,35,189,regular gasoline,manual
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2,4,AS6,X,8,5.9,7,40,165,regular gasoline,automatic with select shift
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2,4,M6,X,8.2,5.9,7.1,40,167,regular gasoline,manual
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,8.7,6.5,7.7,37,182,regular gasoline,automatic with select shift
MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.2,6,7.2,39,170,regular gasoline,automatic with select shift
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,M6,X,9.2,6.6,8.1,35,190,regular gasoline,manual
MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,10.8,8.3,9.7,29,226,regular gasoline,automatic with select shift
MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,11.1,8.3,9.8,29,229,regular gasoline,manual
MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,8.8,6.1,7.6,37,178,regular gasoline,automatic with select shift
MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4,AS6,X,8.5,5.9,7.3,39,171,regular gasoline,automatic with select shift
MAZDA,MAZDA6 (SIL),MID-SIZE,2.5,4,M6,X,9.4,6.4,8.1,35,188,regular gasoline,manual
MAZDA,MX-5,TWO-SEATER,2,4,AS6,Z,8.9,6.5,7.8,36,183,premium gasoline,automatic with select shift
MAZDA,MX-5 (SIL),TWO-SEATER,2,4,M6,Z,8.8,6.9,7.8,36,183,premium gasoline,manual
MERCEDES-BENZ,AMG C 63,COMPACT,4,8,AS7,Z,13.4,9.6,11.7,24,268,premium gasoline,automatic with select shift
MERCEDES-BENZ,AMG C 63 S,COMPACT,4,8,AS7,Z,13.4,9.6,11.7,24,268,premium gasoline,automatic with select shift
MERCEDES-BENZ,AMG CLA 45,COMPACT,2,4,AS7,Z,10.2,7.7,9.1,31,214,premium gasoline,automatic with select shift
MERCEDES-BENZ,AMG CLS 63 S 4MATIC,COMPACT,5.5,8,AS7,Z,15.1,10.8,13.1,22,308,premium gasoline,automatic with select shift
MERCEDES-BENZ,AMG E 63 S 4MATIC,MID-SIZE,5.5,8,AS7,Z,15.3,10.8,13.3,21,310,premium gasoline,automatic with select shift
MERCEDES-BENZ,AMG E 63 S 4MATIC WAGON,STATION WAGON - MID-SIZE,5.5,8,AS7,Z,15.2,11,13.3,21,310,premium gasoline,automatic with select shift
MERCEDES-BENZ,AMG G 63,SUV - STANDARD,5.5,8,AS7,Z,20,16.6,18.5,15,417,premium gasoline,automatic with select shift
MERCEDES-BENZ,AMG G 65,SUV - STANDARD,6,12,AS7,Z,24.3,17.9,21.4,13,476,premium gasoline,automatic with select shift
MERCEDES-BENZ,AMG GL 63 S,SUV - STANDARD,5.5,8,AS7,Z,18.2,14,16.3,17,369,premium gasoline,automatic with select shift
MERCEDES-BENZ,AMG GLA 45,SUV - SMALL,2,4,AS7,Z,10.3,8.1,9.3,30,216,premium gasoline,automatic with select shift
MERCEDES-BENZ,AMG GLE 63 S 4MATIC,SUV - STANDARD,5.5,8,AS7,Z,17.3,13.5,15.6,18,366,premium gasoline,automatic with select shift
MERCEDES-BENZ,AMG GLE 63 S COUPE 4MATIC,SUV - STANDARD,5.5,8,AS7,Z,17.2,12.8,15.2,19,363,premium gasoline,automatic with select shift
MERCEDES-BENZ,AMG GT S,TWO-SEATER,4,8,AM7,Z,14.5,10.8,12.8,22,303,premium gasoline,automated manual
MERCEDES-BENZ,AMG S 63,FULL-SIZE,5.5,8,AS7,Z,15.7,10.1,13.2,21,313,premium gasoline,automatic with select shift
MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8,AS7,Z,15.3,10.2,13,22,313,premium gasoline,automatic with select shift
MERCEDES-BENZ,AMG S 65,FULL-SIZE,6,12,AS7,Z,18.5,11.8,15.5,18,361,premium gasoline,automatic with select shift
MERCEDES-BENZ,AMG S 65 COUPE,COMPACT,6,12,AS7,Z,18,11.3,15,19,355,premium gasoline,automatic with select shift
MERCEDES-BENZ,AMG SL 63,TWO-SEATER,5.5,8,AS7,Z,14.7,9.5,12.4,23,298,premium gasoline,automatic with select shift
MERCEDES-BENZ,AMG SL 65,TWO-SEATER,6,12,AS7,Z,16.7,11.2,14.2,20,335,premium gasoline,automatic with select shift
MERCEDES-BENZ,AMG SLK 55,TWO-SEATER,5.5,8,AS7,Z,12.4,8.5,10.6,27,252,premium gasoline,automatic with select shift
MERCEDES-BENZ,B 250,MID-SIZE,2,4,AS7,Z,9.2,6.6,8,35,188,premium gasoline,automatic with select shift
MERCEDES-BENZ,B 250 4MATIC,MID-SIZE,2,4,AS7,Z,10,7.5,8.9,32,206,premium gasoline,automatic with select shift
MERCEDES-BENZ,C 300 4MATIC,COMPACT,2,4,AS7,Z,10.1,7.8,9,31,212,premium gasoline,automatic with select shift
MERCEDES-BENZ,C 450 AMG SPORT 4MATIC,COMPACT,3,6,AS7,Z,11.1,9.6,10.4,27,231,premium gasoline,automatic with select shift
MERCEDES-BENZ,CLA 250,COMPACT,2,4,AS7,Z,9.4,6.4,8.1,35,188,premium gasoline,automatic with select shift
MERCEDES-BENZ,CLA 250 4MATIC FFV,COMPACT,2,4,AS7,Z,9.8,7.1,8.6,33,198,premium gasoline,automatic with select shift
MERCEDES-BENZ,CLA 250 4MATIC FFV,COMPACT,2,4,AS7,E,13.1,9.8,11.6,24,198,ethanol (E85),automatic with select shift
MERCEDES-BENZ,CLS 400 4MATIC,COMPACT,3,6,AS7,Z,12.2,8.8,10.7,26,252,premium gasoline,automatic with select shift
MERCEDES-BENZ,CLS 550 4MATIC,COMPACT,4.7,8,AS7,Z,13.7,9.3,11.7,24,277,premium gasoline,automatic with select shift
MERCEDES-BENZ,E 250 BLUETEC 4MATIC,MID-SIZE,2.1,4,AS7,D,8.6,6,7.4,38,200,diesel,automatic with select shift
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6,AS7,Z,11.9,8.2,10.2,28,240,premium gasoline,automatic with select shift
MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3,6,AS7,Z,12,8.5,10.4,27,244,premium gasoline,automatic with select shift
MERCEDES-BENZ,E 400 4MATIC COUPE,SUBCOMPACT,3,6,AS7,Z,11.8,8.4,10.2,28,239,premium gasoline,automatic with select shift
MERCEDES-BENZ,E 400 4MATIC WAGON,STATION WAGON - MID-SIZE,3,6,AS7,Z,12.4,8.9,10.8,26,253,premium gasoline,automatic with select shift
MERCEDES-BENZ,E 400 CABRIOLET,SUBCOMPACT,3,6,AS7,Z,11.5,8.1,10,28,233,premium gasoline,automatic with select shift
MERCEDES-BENZ,E 550 4MATIC,MID-SIZE,4.7,8,AS7,Z,12.9,9.6,11.4,25,270,premium gasoline,automatic with select shift
MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8,AS7,Z,13.7,9.2,11.7,24,275,premium gasoline,automatic with select shift
MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8,AS7,Z,13.4,8.9,11.4,25,268,premium gasoline,automatic with select shift
MERCEDES-BENZ,G 550,SUV - STANDARD,5.5,8,AS7,Z,19,16.5,17.9,16,401,premium gasoline,automatic with select shift
MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,SUV - STANDARD,3,6,AS7,D,13.6,10,12,24,322,diesel,automatic with select shift
MERCEDES-BENZ,GL 450 4MATIC,SUV - STANDARD,3,6,AS7,Z,15.2,12.6,14,20,298,premium gasoline,automatic with select shift
MERCEDES-BENZ,GL 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,17.5,13.1,15.5,18,365,premium gasoline,automatic with select shift
MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2,4,AS7,Z,9.8,7.4,8.7,32,203,premium gasoline,automatic with select shift
MERCEDES-BENZ,GLE 350d 4MATIC,SUV - STANDARD,3,6,A9,D,10.1,8,9.2,31,246,diesel,automatic
MERCEDES-BENZ,GLE 350d 4MATIC COUPE,SUV - STANDARD,3,6,A9,D,10.4,8.2,9.4,30,253,diesel,automatic
MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,3,6,AS7,Z,13.3,10.4,12,24,282,premium gasoline,automatic with select shift
MERCEDES-BENZ,GLE 450 AMG SPORT 4MATIC COUPE,SUV - STANDARD,3,6,A9,Z,13.6,10.2,12,24,281,premium gasoline,automatic
MERCEDES-BENZ,GLE 550 4MATIC,SUV - STANDARD,4.7,8,AS7,Z,16.2,11.8,14.2,20,335,premium gasoline,automatic with select shift
MERCEDES-BENZ,MAYBACH S 600,FULL-SIZE,6,12,AS7,Z,18.2,11.7,15.3,18,359,premium gasoline,automatic with select shift
MERCEDES-BENZ,METRIS CARGO,SPECIAL PURPOSE VEHICLE,2,4,AS7,Z,10.8,9.5,10.2,28,233,premium gasoline,automatic with select shift
MERCEDES-BENZ,METRIS PASSENGER,SPECIAL PURPOSE VEHICLE,2,4,AS7,Z,11.5,10.2,10.9,26,248,premium gasoline,automatic with select shift
MERCEDES-BENZ,S 400 4MATIC SWB,MID-SIZE,3,6,AS7,Z,12.6,8.6,10.8,26,253,premium gasoline,automatic with select shift
MERCEDES-BENZ,S 550 4MATIC SWB,MID-SIZE,4.7,8,AS7,Z,14.7,9.1,12.2,23,294,premium gasoline,automatic with select shift
MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,AS7,Z,14.8,9.8,12.5,23,287,premium gasoline,automatic with select shift
MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACT,4.7,8,AS7,Z,14.4,9.8,12.3,23,289,premium gasoline,automatic with select shift
MERCEDES-BENZ,S 600,FULL-SIZE,6,12,AS7,Z,17.3,11,14.5,19,340,premium gasoline,automatic with select shift
MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,AS7,Z,14.6,9.6,12.3,23,289,premium gasoline,automatic with select shift
MERCEDES-BENZ,SLK 300,TWO-SEATER,2,4,A9,Z,9.6,7.3,8.5,33,199,premium gasoline,automatic
MERCEDES-BENZ,SLK 350,TWO-SEATER,3.5,6,AS7,Z,11.1,8.1,9.8,29,229,premium gasoline,automatic with select shift
MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,AS6,Z,8.7,6.6,7.7,37,181,premium gasoline,automatic with select shift
MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,M6,Z,8.4,6,7.3,39,172,premium gasoline,manual
MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,AS6,Z,8.7,6.6,7.7,37,181,premium gasoline,automatic with select shift
MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,M6,Z,8.2,6,7.2,39,170,premium gasoline,manual
MINI,COOPER CLUBMAN,MID-SIZE,1.5,3,AS6,Z,9.4,7,8.3,34,195,premium gasoline,automatic with select shift
MINI,COOPER CLUBMAN,MID-SIZE,1.5,3,M6,Z,9.5,6.6,8.2,34,194,premium gasoline,manual
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,AS6,Z,8.7,6.6,7.7,37,181,premium gasoline,automatic with select shift
MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,M6,Z,8.2,6,7.2,39,170,premium gasoline,manual
MINI,COOPER S 3 DOOR,SUBCOMPACT,2,4,AS6,Z,9.2,7,8.2,34,193,premium gasoline,automatic with select shift
MINI,COOPER S 3 DOOR,SUBCOMPACT,2,4,M6,Z,10,7,8.7,32,203,premium gasoline,manual
MINI,COOPER S 5 DOOR,SUBCOMPACT,2,4,AS6,Z,9.2,7,8.2,34,193,premium gasoline,automatic with select shift
MINI,COOPER S 5 DOOR,SUBCOMPACT,2,4,M6,Z,10,7,8.7,32,203,premium gasoline,manual
MINI,COOPER S CLUBMAN,MID-SIZE,2,4,AS6,Z,9.7,7,8.5,33,198,premium gasoline,automatic with select shift
MINI,COOPER S CLUBMAN,MID-SIZE,2,4,M6,Z,10.6,7.4,9.2,31,215,premium gasoline,manual
MINI,COOPER S CONVERTIBLE,MINICOMPACT,2,4,AS6,Z,9.7,7,8.5,33,198,premium gasoline,automatic with select shift
MINI,COOPER S CONVERTIBLE,MINICOMPACT,2,4,M6,Z,10,7,8.7,32,203,premium gasoline,manual
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,AS6,Z,10.1,7.7,9,31,212,premium gasoline,automatic with select shift
MINI,COOPER S COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33,201,premium gasoline,manual
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,AS6,Z,10.1,7.7,9,31,212,premium gasoline,automatic with select shift
MINI,COOPER S PACEMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33,201,premium gasoline,manual
MINI,JOHN COOPER WORKS,SUBCOMPACT,2,4,AS6,Z,9.4,7.5,8.5,33,199,premium gasoline,automatic with select shift
MINI,JOHN COOPER WORKS,SUBCOMPACT,2,4,M6,Z,10.4,7.7,9.2,31,214,premium gasoline,manual
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,AS6,Z,10.1,7.7,9,31,212,premium gasoline,automatic with select shift
MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,COMPACT,1.6,4,M6,Z,9.4,7.6,8.6,33,201,premium gasoline,manual
